"","ID","Title","U","N1","AUC","P.Value","adj.P.Val"
"GO:2000727","GO:2000727","positive regulation of cardiac muscle cell differentiation",93752,11,0.643384093825703,0.0498229447577463,0.357105266751092
"GO:0016235","GO:0016235","aggresome",169996,31,0.414586976297261,0.049946343272845,0.357105266751092
"GO:0034661","GO:0034661","ncRNA catabolic process",175109,22,0.601352372317921,0.0499514731821367,0.357105266751092
"GO:0043252","GO:0043252","sodium-independent organic anion transport",122031,23,0.400883691135165,0.0499719595903535,0.357105266751092
"GO:0042053","GO:0042053","regulation of dopamine metabolic process",138478,17,0.615192561429073,0.0500746768983265,0.357105266751092
"GO:2000021","GO:2000021","regulation of ion homeostasis",1360854,195,0.53423704061383,0.0501014254242467,0.357105266751092
"GO:0000152","GO:0000152","nuclear ubiquitin ligase complex",282786,37,0.57808523295249,0.0501938484031705,0.357105266751092
"GO:0070498","GO:0070498","interleukin-1-mediated signaling pathway",80799,16,0.381357612143181,0.0502048923621557,0.357105266751092
"GO:0055037","GO:0055037","recycling endosome",795584,111,0.545175585565028,0.0503195290240638,0.357105266751092
"GO:0002407","GO:0002407","dendritic cell chemotaxis",104310,20,0.393979453089591,0.0503849246389499,0.357105266751092
"GO:0004407","GO:0004407","histone deacetylase activity",196777,25,0.594806922088718,0.0504540428638685,0.357105266751092
"GO:0033558","GO:0033558","protein deacetylase activity",196777,25,0.594806922088718,0.0504540428638685,0.357105266751092
"GO:0006825","GO:0006825","copper ion transport",92541,18,0.388305639476334,0.0504654037324251,0.357105266751092
"GO:0042162","GO:0042162","telomeric DNA binding",203955,26,0.59283729420519,0.0506965144264095,0.357105266751092
"GO:0002068","GO:0002068","glandular epithelial cell development",182238,23,0.598669535651517,0.050741108748214,0.357105266751092
"GO:0007019","GO:0007019","microtubule depolymerization",188311,34,0.418826287320736,0.0507692116462357,0.357105266751092
"GO:0010923","GO:0010923","negative regulation of phosphatase activity",437401,59,0.561677117295738,0.0507748297330849,0.357105266751092
"GO:0051053","GO:0051053","negative regulation of DNA metabolic process",720330,100,0.547446420428637,0.0507831558233699,0.357105266751092
"GO:0016896","GO:0016896","exoribonuclease activity, producing 5'-phosphomonoesters",196703,25,0.594583238872516,0.0508573949624648,0.357105266751092
"GO:0072531","GO:0072531","pyrimidine-containing compound transmembrane transport",63530,13,0.368963614716729,0.0509466517080723,0.357105266751092
"GO:0010839","GO:0010839","negative regulation of keratinocyte proliferation",93614,11,0.642437052643137,0.0509515058603482,0.357105266751092
"GO:0031063","GO:0031063","regulation of histone deacetylation",110322,21,0.396874561564446,0.0509534625958124,0.357105266751092
"GO:0030317","GO:0030317","sperm motility",310599,54,0.435612945572049,0.0509610337846661,0.357105266751092
"GO:2000311","GO:2000311","regulation of alpha-amino-3-hydroxy-5-methyl-4-isoxazole propionate selective glutamate receptor activity",153033,19,0.608381933760301,0.0509965887140123,0.357105266751092
"GO:0090184","GO:0090184","positive regulation of kidney development",303882,40,0.574750340444848,0.0510095178758825,0.357105266751092
"GO:0007216","GO:0007216","G-protein coupled glutamate receptor signaling pathway",108644,13,0.630972500508174,0.0510301951125371,0.357105266751092
"GO:0071242","GO:0071242","cellular response to ammonium ion",239807,31,0.584842343495831,0.0510894887314111,0.357105266751092
"GO:0048002","GO:0048002","antigen processing and presentation of peptide antigen",1287062,184,0.535023877460077,0.0511065234881826,0.357105266751092
"GO:0001968","GO:0001968","fibronectin binding",146152,27,0.409117756559371,0.051116093493782,0.357105266751092
"GO:0033631","GO:0033631","cell-cell adhesion mediated by integrin",101127,12,0.636210931601993,0.0511617744639105,0.357105266751092
"GO:1902624","GO:1902624","positive regulation of neutrophil migration",146189,27,0.409221329257608,0.0513118723856593,0.357105266751092
"GO:0048708","GO:0048708","astrocyte differentiation",472060,64,0.559037251781113,0.0513337716564523,0.357105266751092
"GO:0048387","GO:0048387","negative regulation of retinoic acid receptor signaling pathway",104489,20,0.394655537090195,0.0514802742849014,0.357105266751092
"GO:0016358","GO:0016358","dendrite development",1306863,187,0.534662397101474,0.051519470067915,0.357105266751092
"GO:0045066","GO:0045066","regulatory T cell differentiation",86859,17,0.385873645583904,0.0516658404642966,0.357105266751092
"GO:0033363","GO:0033363","secretory granule organization",158283,29,0.412581032788466,0.0516660952078571,0.357105266751092
"GO:0039528","GO:0039528","cytoplasmic pattern recognition receptor signaling pathway in response to virus",145584,18,0.610876132930514,0.0517263092254298,0.357105266751092
"GO:0003197","GO:0003197","endocardial cushion development",170361,31,0.415477139867866,0.0517384888441977,0.357105266751092
"GO:0050995","GO:0050995","negative regulation of lipid catabolic process",145560,18,0.610775427995972,0.0518832134250008,0.357105266751092
"GO:0016645","GO:0016645","oxidoreductase activity, acting on the CH-NH group of donors",196508,25,0.593993803370362,0.0519325849579663,0.357105266751092
"GO:0003044","GO:0003044","regulation of systemic arterial blood pressure mediated by a chemical signal",292425,51,0.434150339169514,0.0519945340460362,0.357105266751092
"GO:0097300","GO:0097300","programmed necrotic cell death",289480,38,0.57624014650848,0.0520145488917935,0.357105266751092
"GO:0030673","GO:0030673","axolemma",145539,18,0.610687311178248,0.0520208146457063,0.357105266751092
"GO:0032590","GO:0032590","dendrite membrane",138182,17,0.613877572779735,0.0520428355677749,0.357105266751092
"GO:0030033","GO:0030033","microvillus assembly",130805,16,0.617377473191361,0.052043543505688,0.357105266751092
"GO:0007189","GO:0007189","adenylate cyclase-activating G-protein coupled receptor signaling pathway",391124,67,0.44254959000766,0.0521024133105082,0.357105266751092
"GO:0048639","GO:0048639","positive regulation of developmental growth",1065550,151,0.538385787484267,0.0521253009838664,0.357105266751092
"GO:0001892","GO:0001892","embryonic placenta development",533841,90,0.450453118671527,0.0523304554552455,0.357105266751092
"GO:0045956","GO:0045956","positive regulation of calcium ion-dependent exocytosis",122453,23,0.402270002135313,0.0523893322077948,0.357105266751092
"GO:0010389","GO:0010389","regulation of G2/M transition of mitotic cell cycle",366999,49,0.567020630646081,0.0523933168535733,0.357105266751092
"GO:0050849","GO:0050849","negative regulation of calcium-mediated signaling",145473,18,0.610410372608258,0.0524551638702261,0.357105266751092
"GO:0003323","GO:0003323","type B pancreatic cell development",152803,19,0.607467569899142,0.0524583966050238,0.357105266751092
"GO:0043568","GO:0043568","positive regulation of insulin-like growth factor receptor signaling pathway",63732,13,0.370136771495775,0.0524982676171793,0.357105266751092
"GO:0032781","GO:0032781","positive regulation of ATPase activity",212990,38,0.423978819969743,0.0525133544582178,0.357105266751092
"GO:0060416","GO:0060416","response to growth hormone",324738,43,0.571475331943088,0.0525204794983758,0.357105266751092
"GO:0032677","GO:0032677","regulation of interleukin-8 production",335692,58,0.438469174503657,0.0526524760553999,0.357448353722601
"GO:0060314","GO:0060314","regulation of ryanodine-sensitive calcium-release channel activity",203589,26,0.59177343968003,0.052684359925162,0.357448353722601
"GO:0045833","GO:0045833","negative regulation of lipid metabolic process",492485,67,0.557237691460822,0.0527467073905008,0.357486555572394
"GO:1901796","GO:1901796","regulation of signal transduction by p53 class mediator",352826,47,0.568233757490937,0.0528844403723278,0.358035045828982
"GO:2001234","GO:2001234","negative regulation of apoptotic signaling pathway",1312746,188,0.534253365674193,0.0531230996666253,0.358659385577265
"GO:0015294","GO:0015294","solute:cation symporter activity",534128,90,0.450695288240853,0.0531841075429289,0.358659385577265
"GO:0016775","GO:0016775","phosphotransferase activity, nitrogenous group as acceptor",75402,15,0.379581665785698,0.0532016351110547,0.358659385577265
"GO:0006929","GO:0006929","substrate-dependent cell migration",232217,30,0.585165305916742,0.0532654408500482,0.358659385577265
"GO:0014041","GO:0014041","regulation of neuron maturation",93337,11,0.64053610766074,0.0532781694739043,0.358659385577265
"GO:0072009","GO:0072009","nephron epithelium development",767189,107,0.545204977127641,0.0533500709870343,0.358659385577265
"GO:0007224","GO:0007224","smoothened signaling pathway",794428,111,0.544383434168176,0.0533749807506702,0.358659385577265
"GO:0046890","GO:0046890","regulation of lipid biosynthetic process",875926,123,0.542165937837528,0.0534420569206071,0.358727672812126
"GO:0019054","GO:0019054","modulation by virus of host process",387677,52,0.564540884679458,0.0538095777546921,0.360810392114707
"GO:0072604","GO:0072604","interleukin-6 secretion",116760,22,0.400972554191049,0.0539634314032645,0.361457500674576
"GO:0051861","GO:0051861","glycolipid binding",167141,21,0.601276364591315,0.0540985629641285,0.361977964291828
"GO:0000956","GO:0000956","nuclear-transcribed mRNA catabolic process",1178682,168,0.535978937029357,0.0542346021857119,0.362243780265672
"GO:0090199","GO:0090199","regulation of release of cytochrome c from mitochondria",317283,42,0.571606926668973,0.0542532331541797,0.362243780265672
"GO:0003215","GO:0003215","cardiac right ventricle morphogenesis",81423,16,0.384302786588129,0.0545682004662486,0.363961235490756
"GO:0005537","GO:0005537","mannose binding",93186,18,0.391012084592145,0.0547316864117469,0.364665771092221
"GO:0005791","GO:0005791","rough endoplasmic reticulum",471070,64,0.557864843868425,0.0548386007884204,0.364992292259149
"GO:0035902","GO:0035902","response to immobilization stress",116923,22,0.401532322316547,0.0549665115940391,0.365457724237583
"GO:0043393","GO:0043393","regulation of protein binding",1158159,165,0.536099095283392,0.0552208348862474,0.366761772695487
"GO:0090533","GO:0090533","cation-transporting ATPase complex",81522,16,0.384770049841414,0.0552872281719208,0.366816209650123
"GO:0050848","GO:0050848","regulation of calcium-mediated signaling",547059,75,0.55329742850641,0.0554323396417785,0.367392257373428
"GO:1902166","GO:1902166","negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator",100591,12,0.632838844431023,0.0555524237846675,0.367801394028108
"GO:0032592","GO:0032592","integral component of mitochondrial membrane",309918,41,0.571913112639487,0.055629333835126,0.367924125039663
"GO:0050432","GO:0050432","catecholamine secretion",352136,47,0.567122497853981,0.0557863493246759,0.36817968313074
"GO:0038083","GO:0038083","peptidyl-tyrosine autophosphorylation",250380,44,0.430638303727452,0.0557953612924788,0.36817968313074
"GO:0051280","GO:0051280","negative regulation of release of sequestered calcium ion into cytosol",115476,14,0.622794149372222,0.0558432138779926,0.36817968313074
"GO:2000826","GO:2000826","regulation of heart morphogenesis",195800,25,0.591853699085619,0.0559888993213492,0.368493296253376
"GO:0004016","GO:0004016","adenylate cyclase activity",52693,11,0.361611891543197,0.0560077070935641,0.368493296253376
"GO:0051897","GO:0051897","positive regulation of protein kinase B signaling",588175,81,0.551067750860319,0.0562348720968701,0.369359421978077
"GO:0051156","GO:0051156","glucose 6-phosphate metabolic process",135074,25,0.40829441547646,0.0562786299303133,0.369359421978077
"GO:0019226","GO:0019226","transmission of nerve impulse",512249,70,0.554886476883747,0.0563151522324182,0.369359421978077
"GO:0006213","GO:0006213","pyrimidine nucleoside metabolic process",268920,47,0.433101364594624,0.0563858673412929,0.369438796104126
"GO:0002418","GO:0002418","immune response to tumor cell",58473,12,0.367865770798732,0.0565064011881274,0.369844077558429
"GO:0004970","GO:0004970","ionotropic glutamate receptor activity",152164,19,0.604927228563137,0.0566946620866181,0.369954320425644
"GO:0061178","GO:0061178","regulation of insulin secretion involved in cellular response to glucose stimulus",393948,53,0.562891414772849,0.0567323796964647,0.369954320425644
"GO:0045086","GO:0045086","positive regulation of interleukin-2 biosynthetic process",64272,13,0.373272933182333,0.056830669903556,0.369954320425644
"GO:0033268","GO:0033268","node of Ranvier",122754,15,0.617956656346749,0.0568743726374771,0.369954320425644
"GO:0034199","GO:0034199","activation of protein kinase A activity",87616,17,0.389236640204001,0.0569491606307055,0.369954320425644
"GO:0043488","GO:0043488","regulation of mRNA stability",921961,130,0.540219964374443,0.0569752963780289,0.369954320425644
"GO:0032891","GO:0032891","negative regulation of organic acid transport",137463,17,0.610683394270026,0.0570797815896717,0.369954320425644
"GO:0000794","GO:0000794","condensed nuclear chromosome",435954,74,0.446849990160063,0.0571297871950348,0.369954320425644
"GO:0002822","GO:0002822","regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains",660033,110,0.456365987222391,0.057209311030493,0.369954320425644
"GO:0008211","GO:0008211","glucocorticoid metabolic process",195587,25,0.591209854152497,0.057256945825306,0.369954320425644
"GO:0005544","GO:0005544","calcium-dependent phospholipid binding",281263,37,0.574971840458566,0.0573439624754659,0.369954320425644
"GO:0048661","GO:0048661","positive regulation of smooth muscle cell proliferation",421709,57,0.560442656523894,0.057363027733225,0.369954320425644
"GO:0001990","GO:0001990","regulation of systemic arterial blood pressure by hormone",232356,41,0.428782591525696,0.0573800268930905,0.369954320425644
"GO:0006600","GO:0006600","creatine metabolic process",52846,11,0.362661871984738,0.0573815010863629,0.369954320425644
